"subj","period","start.age","stop.age","death","strength.3","strength.6","rank","af.groupmates","cons.p3","cons.p6","a.st.co3","a.st.co6"
"merl","p8",3895,4259,0,5.73109613593086,4.51004875145702,0.617647058823529,17,0.333333333333333,0.5,"1","1"
"mush","p4",2416,2772,0,7.11161680392866,4.41033956392281,0.777777777777778,10,0.666666666666667,0.5,"2","1"
"mush","p5",2773,3137,0,3.96872796349169,2.25024357505946,0.727272727272727,10,0.333333333333333,0.666666666666667,"1","1"
"mush","p6",3138,3503,0,3.31443410504249,2.21627754534528,0.833333333333333,13,0.666666666666667,0.666666666666667,"2","1"
"mush","p7",3504,3868,0,4.93624757290507,4.23318431486389,0.916666666666667,13,0.333333333333333,0.833333333333333,"1","2"
"mush","p8",3869,4233,0,1.92460546703496,1.45780116105958,1,11,1,0.666666666666667,"2","1"
"ns","p2",5343,5708,0,11.2073590496677,7.70762443376875,0,16,0,0.5,"3","3"
"ns","p3",5709,6073,0,7.86374926953542,6.01349567769882,0,5,0.666666666666667,1,"4","4"
"ns","p4",6082,6438,0,15.2035440173227,15.2035440173227,0,4,1,1,"4","4"
"ns","p5",6439,6570,1,6.0940529211527,6.0940529211527,0.333333333333333,4,1,1,"2","4"
"oo7","p2",3678,4043,0,5.60724589642243,4.24851712326626,0.8,16,0.666666666666667,0.5,"2","1"
"oo7","p3",4044,4408,0,2.25698386486155,1.53069043297498,0.5,9,0.333333333333333,0.5,"1","1"
"oo7","p4",4417,4773,0,6.28825483479249,3.31091639070477,0.444444444444444,5,0.333333333333333,0.666666666666667,"1","1"
"oo7","p5",4774,5138,0,3.95263880615814,2.85354352003918,0.636363636363636,8,0.666666666666667,0.666666666666667,"2","1"
"oo7","p6",5139,5504,0,8.098070648378,4.93782985938625,0.916666666666667,9,0,0.666666666666667,"3","1"
"oo7","p7",5505,5869,0,8.96806093423346,6.1838158277423,0.75,12,0.666666666666667,0.666666666666667,"4","3"
"oo7","p8",5870,6234,0,4.49503598339721,2.9952864917008,0.7,13,0.666666666666667,1,"2","2"
"opal","p8",3849,4213,0,10.0563861962645,7.08655489904493,0.833333333333333,10,0.666666666666667,0.833333333333333,"4","4"
"pans","p2",3701,4066,0,6.31098596487235,4.26498580782194,0.1875,17,0,0.5,"1","1"
"pans","p3",4067,4431,0,3.04704182270755,2.20901050648938,0.1875,17,0.666666666666667,0.833333333333333,"2","2"
"pans","p4",4440,4796,0,3.40618758962542,3.14158219283613,0.25,17,0.333333333333333,0.333333333333333,"1","1"
"pans","p5",4797,5161,0,5.69607637712518,4.44036434761243,0.375,17,0.333333333333333,0.5,"1","1"
"pans","p6",5162,5527,0,7.56847853805213,5.54434173436479,0.277777777777778,19,0,0.666666666666667,"3","3"
"pans","p7",5528,5892,0,4.34606049346434,3.42427434111567,0.263157894736842,20,0.333333333333333,0.833333333333333,"1","2"
"pans","p8",5893,6257,0,3.63099387492734,2.71618748735867,0.0952380952380952,22,1,0.666666666666667,"2","1"
"park","p5",2772,3136,0,8.99946411853595,6.55745911603813,0,17,0.666666666666667,0.8,"4","4"
"park","p6",3137,3502,0,7.43372789732225,5.02295785013055,0,19,0.666666666666667,0.833333333333333,"4","2"
"park","p7",3503,3867,0,7.35865724740735,5.16159948584145,0,20,0.666666666666667,0.666666666666667,"4","3"
"park","p8",3868,4232,0,4.72958518804277,3.67993036276574,0.111111111111111,22,0.666666666666667,1,"2","2"
"peab","p5",3125,3489,0,8.17333660205421,5.66232375596087,0.133333333333333,16,0.333333333333333,0.333333333333333,"3","3"
"peab","p6",3490,3855,0,10.9731780362236,7.01746838057678,0,14,0.333333333333333,1,"3","4"
"peab","p7",3856,4253,1,3.66240831384724,2.5928681239768,0.0833333333333333,13,0.666666666666667,0.666666666666667,"2","1"
"peta","p2",7900,7975,1,7.06090221969654,3.91128729864912,0.0833333333333333,7,0.333333333333333,1,"1","2"
"pinc","p2",6439,6804,0,9.13363826341955,5.98127854870063,1,15,0.666666666666667,0.833333333333333,"4","4"
"pinc","p3",6805,7169,0,7.79918004290235,4.45660695715254,1,14,0.666666666666667,0.5,"4","1"
"pinc","p4",7178,7534,0,5.46214903526187,4.02191835926911,1,16,0.333333333333333,0.5,"1","1"
"pinc","p5",7535,7899,0,3.01050241671249,1.89376517427426,1,16,0.666666666666667,0.666666666666667,"2","1"
"pinc","p6",7900,8265,0,3.7780030418008,2.35729287465441,1,14,0.666666666666667,0.666666666666667,"2","1"
"pinc","p7",8266,8630,0,2.01569658140348,1.46387190457039,1,13,0.666666666666667,0.666666666666667,"2","1"
"pinc","p8",8631,8995,0,5.53126668312015,3.52945083884671,0.941176470588235,17,0.333333333333333,0.166666666666667,"1","1"
"pomb","p8",3164,3528,0,4.16957247592848,3.5651252042046,0.833333333333333,13,0.666666666666667,0.666666666666667,"2","1"
"prin","p2",3531,3896,0,6.93258545160851,4.40824995063008,0.928571428571429,15,0.666666666666667,0.666666666666667,"2","1"
"prin","p3",3897,4040,1,10.2653274315265,7.34200442667774,0.923076923076923,14,0.333333333333333,0.666666666666667,"3","3"
"quan","p2",5374,5739,0,5.55461188394507,3.96029878415398,0.25,17,0.333333333333333,0.5,"1","1"
"quan","p3",5740,6104,0,5.19095314369918,3.92882218569705,0.3125,17,0.333333333333333,0.833333333333333,"1","2"
"quan","p4",6113,6469,0,4.07689097084544,3.0011493707035,0.375,17,0.666666666666667,0.833333333333333,"2","2"
"quan","p5",6470,6834,0,4.33405225177567,2.94608520372032,0.3125,17,0.666666666666667,0.5,"2","1"
"quan","p6",6835,7200,0,4.81582988743857,3.62343434981989,0.388888888888889,19,0.666666666666667,0.5,"2","1"
"quan","p7",7201,7565,0,4.58411176192425,3.46869032744766,0.421052631578947,20,0.333333333333333,0.333333333333333,"1","1"
"quan","p8",7566,7930,0,2.19537537220356,1.72375296822499,0.428571428571429,22,0.333333333333333,0.333333333333333,"1","1"
"ratc","p3",2770,3134,0,12.6853204012536,8.13907210843887,0.307692307692308,14,0.333333333333333,0.5,"3","3"
"ratc","p4",3143,3499,0,19.2820937949058,13.7385442791861,0.4,16,0.333333333333333,0.333333333333333,"3","3"
"ratc","p5",3500,3556,1,12.7396744991428,6.71640839855913,0.333333333333333,16,0.666666666666667,0.833333333333333,"4","4"
"rave","p6",3184,3549,0,9.88249496832323,7.00658594808725,0.166666666666667,7,0.333333333333333,0.833333333333333,"3","4"
"rave","p7",3550,3914,0,5.92935906855517,4.77293489247325,0.125,9,0.666666666666667,0.666666666666667,"2","1"
"rave","p8",3915,4279,0,6.63858030260363,5.31448172888965,0.222222222222222,10,0.666666666666667,0.833333333333333,"2","4"
"robe","p5",2828,3192,0,7.50966390218588,5.75230571246977,0.4,16,0.666666666666667,0.333333333333333,"4","3"
"robe","p6",3193,3558,0,11.3685423393287,7.66454138696908,0.307692307692308,14,0.666666666666667,0.833333333333333,"4","4"
"robe","p7",3559,3923,0,4.8649213416257,2.99236314269942,0.333333333333333,13,0.333333333333333,0.666666666666667,"1","1"
"robe","p8",3924,4288,0,6.71239571605791,4.7108630755597,0.294117647058824,17,0.666666666666667,0.5,"2","1"
"saph","p8",2759,3123,0,8.04612964943356,5.45111870763269,0.833333333333333,10,0.666666666666667,1,"4","4"
"sauc","p2",4568,4933,0,8.07069431506682,5.56562751273971,0.875,17,0.666666666666667,0.333333333333333,"4","3"
"sauc","p3",4934,5298,0,5.10527447598742,4.08028037504071,0.875,17,0.333333333333333,0.833333333333333,"1","2"
"sauc","p4",5307,5663,0,12.1193537311289,6.64803764047823,0.8125,17,0.666666666666667,0.666666666666667,"4","3"
"sauc","p5",5664,6028,0,7.40974077788202,5.90792799219455,0.875,17,0,0.666666666666667,"3","3"
"sauc","p6",6029,6394,0,11.9561642556671,9.21280773443427,0.888888888888889,19,0.666666666666667,0.666666666666667,"4","3"
"sauc","p7",6395,6759,0,4.61517794115779,3.22571108499011,0.894736842105263,20,0.666666666666667,0.833333333333333,"2","2"
"sauc","p8",6760,7124,0,6.75804958576019,5.43657725338661,0.904761904761905,22,0.666666666666667,0.833333333333333,"2","4"
"sava","p6",2775,3140,0,9.66815642972281,7.21774792860229,0.833333333333333,19,0.333333333333333,0.5,"3","3"
"sava","p7",3141,3505,0,7.29726088951416,5.68772221669099,0.842105263157895,20,0.666666666666667,0.666666666666667,"4","3"
"sava","p8",3506,3870,0,6.77358533992325,4.88983552802482,0.666666666666667,22,0.333333333333333,0.666666666666667,"1","1"
"soft","p2",4585,4950,0,16.1015835697326,10.192299925781,0.333333333333333,16,0.333333333333333,0.5,"3","3"
"soft","p3",4951,5315,0,11.3813561871984,9.32581690424229,0.5,5,0.666666666666667,1,"4","4"
"soft","p4",5324,5680,0,23.4198288178929,23.4198288178929,1,4,1,1,"4","4"
"soft","p5",5681,6045,0,7.4289471806477,7.4289471806477,1,4,1,1,"4","4"
"soft","p6",6046,6411,0,23.8312669743633,23.8312669743633,1,3,1,1,"4","4"
"soft","p7",6412,6776,0,11.3600255250333,11.3600255250333,1,3,0.5,0.5,"3","3"
"soft","p8",6777,7141,0,9.70220276147964,9.70220276147964,1,3,1,1,"4","4"
"spik","p2",6439,6804,0,10.1551858294068,6.7458052002957,0.571428571428571,15,0.333333333333333,0.833333333333333,"3","4"
"spik","p3",6805,7169,0,11.7564365975488,8.31962552321589,0.615384615384615,14,0.333333333333333,0.666666666666667,"3","3"
"spik","p4",7178,7534,0,23.0167123171387,15.0752954353785,0.6,16,0.666666666666667,0.5,"4","3"
"spik","p5",7535,7899,0,8.69639785384914,5.32400398745859,0.6,16,1,0.833333333333333,"4","4"
"spik","p6",7900,8265,0,7.04922970073708,4.89132915330035,0.461538461538462,14,0.666666666666667,0.5,"2","1"
"spik","p7",8266,8630,0,2.30664239061741,1.69002243290209,0.583333333333333,13,0.333333333333333,0.5,"1","1"
"spik","p8",8631,8995,0,6.592164648138,4.90481654271424,0.470588235294118,17,0.666666666666667,0.666666666666667,"2","1"
"spla","p2",3142,3507,0,6.41561502800033,4.07127588950592,0.5,15,0.666666666666667,0.666666666666667,"2","1"
"spla","p3",3508,3872,0,7.42727395516352,4.93444992031708,0.538461538461538,14,0.666666666666667,0.5,"4","1"
"spla","p4",3881,4237,0,7.86417434262755,5.23692789281151,0.666666666666667,16,0.666666666666667,0.666666666666667,"4","3"
"spla","p5",4238,4555,1,5.37536039144775,3.49652647949845,0.466666666666667,16,0.333333333333333,0.5,"1","1"
"sput","p4",2655,3011,0,19.3106863433658,11.5842618938522,0.533333333333333,16,1,0.5,"4","3"
"sput","p5",3012,3376,0,5.0228652549908,3.87778995448195,0.533333333333333,16,0.333333333333333,0.5,"1","1"
"sput","p6",3377,3742,0,5.36478179931511,3.63814918719572,0.538461538461538,14,1,0.833333333333333,"2","2"
"sput","p7",3743,4107,0,2.56700713216887,1.97655763581407,0.416666666666667,13,0.666666666666667,1,"2","2"
"sput","p8",4108,4472,0,4.63807836000015,3.00888146402742,0.411764705882353,17,0.333333333333333,0.5,"1","1"
"tang","p2",4262,4627,0,5.07656399442789,3.70262766057368,0.642857142857143,15,1,0.5,"2","1"
"tang","p3",4628,4992,0,8.49294000188849,6.30964451018292,0.769230769230769,14,0.666666666666667,0.666666666666667,"4","3"
"tang","p4",5001,5357,0,7.7548532292558,5.66306753790161,0.866666666666667,16,0.333333333333333,0.666666666666667,"3","3"
"tang","p5",5358,5722,0,5.12162783937028,3.59648491022465,0.666666666666667,16,0.333333333333333,0.5,"1","1"
"tang","p6",5723,6088,0,4.61273149325169,3.35788424828628,0.692307692307692,14,1,1,"2","2"
"tang","p7",6089,6453,0,2.45986220767139,1.9789212147556,0.666666666666667,13,0.666666666666667,0.833333333333333,"2","2"
"tang","p8",6454,6818,0,4.79782046295276,3.91717595902295,0.529411764705882,17,0.666666666666667,0.333333333333333,"2","1"
"trim","p2",3882,4247,0,3.25855903925344,2.8805781353826,0.4375,17,0.333333333333333,0.5,"1","1"
"trim","p3",4248,4612,0,3.58217234358178,3.06115930891107,0.4375,17,0.666666666666667,0.833333333333333,"2","2"
"trim","p4",4621,4977,0,9.80129565981259,6.398024124649,0.4375,17,0.666666666666667,0.666666666666667,"4","3"
"trim","p5",4978,5342,0,6.67229571984029,4.8886363064684,0.25,17,0.666666666666667,0.833333333333333,"2","2"
"trim","p6",5343,5568,1,5.73207709364238,4.60509512135005,0.555555555555556,19,0.333333333333333,0.5,"1","1"
"tux","p4",2783,3139,0,7.21343120397852,5.19232389345474,0.733333333333333,16,0.666666666666667,0.5,"4","3"
"tux","p5",3140,3504,0,3.87698086072771,2.87559446534813,0.8,16,0.333333333333333,0.833333333333333,"1","2"
"tux","p6",3505,3870,0,4.06182735650051,2.54791252643163,0.615384615384615,14,0.666666666666667,0.666666666666667,"2","1"
"tux","p7",3871,4235,0,1.45530782098256,1.00347133617689,0.5,13,0.666666666666667,0.5,"2","1"
"tux","p8",4236,4600,0,3.3464178402761,2.2798255834392,0.705882352941177,17,0.333333333333333,0.666666666666667,"1","1"
"twin","p2",3481,3846,0,7.95775840562206,5.33261830095469,1,17,0.666666666666667,0.666666666666667,"4","3"
"twin","p3",3847,4211,0,8.58460245449435,5.66314510727949,1,17,0.333333333333333,0.5,"3","3"
"twin","p4",4220,4576,0,9.82377893628957,6.74771155888761,1,17,1,0.833333333333333,"4","4"
"twin","p5",4577,4941,0,6.11379740205878,4.73629156863852,1,17,0.333333333333333,0.666666666666667,"1","1"
"twin","p6",4942,5307,0,6.82737344337243,5.10226617015128,1,19,1,0.666666666666667,"2","1"
"twin","p7",5308,5672,0,2.84460876301422,2.57935250986482,1,20,0.666666666666667,0.666666666666667,"2","1"
"twin","p8",5673,6037,0,5.56011361969102,3.88375965177625,1,22,0.666666666666667,0.833333333333333,"2","2"
